Name,Stars,Short Comments,DatedText,Reviews,Helpfull
Amazon Customer,1.0 out of 5 stars,Plz tell me how to squeeze... I ...,28 June 2017,Plz tell me how to squeeze... I squeeze at the top of the nozzle.. It not coming.. Open the lid and now using.. Plz tell d way...,Helpful
Amazon Customer,4.0 out of 5 stars,One of the best daily face washes,17 August 2015,I have been using this for the past two weeks and its amazing. I love the smell it has got something very refreshing and lifts up the spirit. The face wash is pretty gentle and works very well as a cleanser. I find the pump bottle more convenient to use as it discharges the right amount of product but for travelling a tube would be better. And what's best its suited to all skin types!,2 people found this helpful
R K,5.0 out of 5 stars,A nice gentle face wash,3 February 2017,A mild n good face wash to keep skin clean and pimple free,Helpful
Ketak Bassi,5.0 out of 5 stars,lightining deals are crazy,2 November 2016,Unbeatable price at amazon. trusted brand.,Helpful
Bholababa,5.0 out of 5 stars,Nice,1 May 2017,Nice,Helpful
karthika Govindan,1.0 out of 5 stars,Waste of Money,14 March 2016,It's not working. Waste of Money,Helpful
Binoy Modak,4.0 out of 5 stars,Price,8 November 2018,Price,Helpful
Misha,2.0 out of 5 stars,Damaged,8 November 2018,Defective bottle not able to use.,Helpful
thirupathi goud,5.0 out of 5 stars,Nice,8 November 2018,Super,Helpful
Arnab Mondal,4.0 out of 5 stars,Fine,8 November 2018,Fine,Helpful
Amazon Customer,5.0 out of 5 stars,Good,8 November 2018,Good,Helpful
Krrish,5.0 out of 5 stars,Good product i buy just 204 2 unit,7 November 2018,So chip and good quality in 204/-2 unit its so chip andAnd my wife very happy and good result,Helpful
Mintu kumar yadav,5.0 out of 5 stars,Thanks,7 November 2018,Nice,Helpful
Vivek Sinha,5.0 out of 5 stars,Satisfied,7 November 2018,No doubt himalaya's product is always good.,Helpful
Rupesh k.,4.0 out of 5 stars,Good,7 November 2018,Product is satisfaying...,Helpful
SIYARAM singh,3.0 out of 5 stars,Suani,7 November 2018,Good,Helpful
pijush,5.0 out of 5 stars,Wow,7 November 2018,It's really nice... and amazon give this really in great price....,Helpful
siddikanshad,5.0 out of 5 stars,'THE BEST FACEWASH',7 November 2018,The best product in this category. If you are the one who is having pimple problems then this is your must have product. It works like a pro in curing pimples. It works for any skin types.,2 people found this helpful
Amazon Customer,4.0 out of 5 stars,Good,7 November 2018,Nice,Helpful
Amazon Customer,4.0 out of 5 stars,Good,6 November 2018,Good one,Helpful
Shubham Jaiswal,5.0 out of 5 stars,Nice,6 November 2018,Its pice is good and it is better than market for a new job and I have to go to the store,Helpful
Monikanchan ghosal,1.0 out of 5 stars,Doubt,6 November 2018,Have doubt its oroginal or not,Helpful
Amazon Customer,5.0 out of 5 stars,nice,6 November 2018,nice,Helpful
shaveta,5.0 out of 5 stars,On time devlier,6 November 2018,Good product,Helpful
It's belt quality is very bad don't buy recommended,4.0 out of 5 stars,The product was good,6 November 2018,The product was very good and given by safely.They delivered it very nicely and I bought it for only 144,Helpful
Sandeep,5.0 out of 5 stars,classic,6 November 2018,this facewash is good. i really love it...must buy for pimples.,Helpful
farha,5.0 out of 5 stars,cool,6 November 2018,like,Helpful
navin gurjar,5.0 out of 5 stars,Best purchase,6 November 2018,Good pakeging and value for money it is 100% orignal product,Helpful
Kiran paskanti,4.0 out of 5 stars,Nice,6 November 2018,Nice,Helpful
samreen,5.0 out of 5 stars,Good one,6 November 2018,Excellent and original product,Helpful
Dr as khalid,5.0 out of 5 stars,Good,5 November 2018,Verry niceOriginal product i m happy,Helpful
amita,5.0 out of 5 stars,worth the mny,5 November 2018,It's a excellent product it is vry cheap,Helpful
Sarika jajodia,5.0 out of 5 stars,Good,5 November 2018,Good,Helpful
Daxaben niranjanbharthi Goswami,5.0 out of 5 stars,Good,5 November 2018,Good,Helpful
Prince,5.0 out of 5 stars,Superb,4 November 2018,Superb product.. Low price.. Best quality from himalaya.. Good service of amazon... I love it... You should try a once!!!!!!,Helpful
Arun Nikam,5.0 out of 5 stars,Best product,4 November 2018,Best product,Helpful
Manish kumar,5.0 out of 5 stars,Very nice,4 November 2018,Very nice,Helpful
Souparna Biswas,4.0 out of 5 stars,Good,4 November 2018,good product,Helpful
Mohd irfan,4.0 out of 5 stars,Very good,4 November 2018,Mast,Helpful
SHIVAM KUMAR,5.0 out of 5 stars,Great purchase,4 November 2018,Loved it,Helpful
itsdev,5.0 out of 5 stars,Nice product,3 November 2018,Less price with respect to market,Helpful
Anupam Bagchi,5.0 out of 5 stars,Best Product.,3 November 2018,A great product from amazon.in I have received the products after 1 day.,Helpful
Soumik Roy(sintu),5.0 out of 5 stars,Good,3 November 2018,Good,Helpful
Nitesh,5.0 out of 5 stars,Nice product,2 November 2018,Mast,Helpful
Manya,3.0 out of 5 stars,Three Stars,2 November 2018,Nice,Helpful
Priyanka Chaudhary,5.0 out of 5 stars,:),2 November 2018,Good,Helpful
Mandeep perik,5.0 out of 5 stars,Good,2 November 2018,Nice product,Helpful
Suprabhat,5.0 out of 5 stars,Excellent!!!,1 November 2018,Excellent pdt,Helpful
Amazon Customer,4.0 out of 5 stars,I like this product......,1 November 2018,To good. Himalya face washThank you Amazon,Helpful
Utkarsh Kumar,3.0 out of 5 stars,The MRP printed is on a higher side when compared with local market,31 October 2018,Product is genuine but the MRP is 190/-. The one available in local shops is 170/-. Less foam produced so you will end using more in quantity. Its better to go with Himalaya foaming face wash.,Helpful
SATYENDRA KUMAR YADAV,3.0 out of 5 stars,Excellent product and price low,31 October 2018,I like it,Helpful
dayasankar bhakat,5.0 out of 5 stars,Great product,31 October 2018,Great product,Helpful
Abhishek kumar,5.0 out of 5 stars,Very nice,30 October 2018,Nice product,Helpful
prashant,5.0 out of 5 stars,Superb facewash,30 October 2018,Good deal superb service by Amazon facewash is good its really stops pimples very gentle on skin.,Helpful
Predhena A T,5.0 out of 5 stars,Loved it.... The same product as shown in the picture,30 October 2018,Excellent product,Helpful
DR.VIRENDRA VIKRAM,5.0 out of 5 stars,GO AMAZON GO,30 October 2018,ECONOMICAL,Helpful
Amazon Customer,3.0 out of 5 stars,Confused about originality,30 October 2018,Himalaya product is very good but little confuse about originality of product because it's available at very low price.,Helpful
Amazon Customer,5.0 out of 5 stars,Good for daily use for reasonable price,30 October 2018,Very nice product,Helpful
bharat,5.0 out of 5 stars,great,29 October 2018,great great great great great great great great great great great great great great great great great great great v,Helpful
Atul,5.0 out of 5 stars,Nice facewash,29 October 2018,Nice after all it’s Himalaya bought both for ?204,Helpful
Rakhi,5.0 out of 5 stars,Happy,29 October 2018,Nice to me,Helpful
Amazon Customer,5.0 out of 5 stars,Himalaya face wash,29 October 2018,Amazing,Helpful
Arun,4.0 out of 5 stars,Good product.,29 October 2018,It's really nice.. Using last 5 year. Thanks Amazon for this offer.,Helpful
Supriyo Neogi,5.0 out of 5 stars,good,29 October 2018,good,Helpful
AZIZUR RAHMAN,4.0 out of 5 stars,good face wash,29 October 2018,wonderful. But it is not foaming face-wash.,Helpful
Ritesh,4.0 out of 5 stars,good,29 October 2018,Good,Helpful
Amazon Customer,3.0 out of 5 stars,Ok good,29 October 2018,Ok,Helpful
Lucky smile,5.0 out of 5 stars,Good,28 October 2018,Good product value for money liked it very much the smell is good and keeps face look fresh all day,Helpful
Rohit Singh,5.0 out of 5 stars,Good face wash,28 October 2018,I ordered in great Indian festival. I got in 165? combo pack.Product is in good condition.,2 people found this helpful
Abhishek Pandey,4.0 out of 5 stars,Good,28 October 2018,Good,Helpful
Amazon Customer,1.0 out of 5 stars,Not Good Product,28 October 2018,Different from what we use,Helpful
MoHd,4.0 out of 5 stars,Cool,28 October 2018,Good Product,Helpful
Ilma ansari,3.0 out of 5 stars,Difficulty in openning,27 October 2018,Gud quality,Helpful
Siddu,1.0 out of 5 stars,One Star,27 October 2018,duplicate,Helpful
Shubham Dalvi,4.0 out of 5 stars,?,27 October 2018,?,Helpful
Himangshu Das,5.0 out of 5 stars,Nice,27 October 2018,Value of money.,Helpful
Nitin,4.0 out of 5 stars,It's neem,26 October 2018,Best with this price,Helpful
Amazon Customer,1.0 out of 5 stars,Quantity missing.,26 October 2018,I am order two bottles but send me only one.,One person found this helpful
Lax,2.0 out of 5 stars,OLD OR FIRST COPY,26 October 2018,The face wash consistency is a lot thicker than usual. And the fragrance has faded a lot. It is either old product repackaged or a first copy.,Helpful
Suprita poojari,5.0 out of 5 stars,Nice,26 October 2018,Product is good,Helpful
Amazon Customer,3.0 out of 5 stars,Got one leked bottle,26 October 2018,One of the bottel was leaking-! Product is good ! This can happen due to trveling prblms- liked the product,Helpful
Atishay,5.0 out of 5 stars,The best price ..,26 October 2018,It is one of the best face wash for people who wanna get rid of acne ... And also so less than the market price ...,Helpful
satnam singh,5.0 out of 5 stars,great product,26 October 2018,Like,Helpful
Rizwan,4.0 out of 5 stars,Good facewash,26 October 2018,bought it in lightning sale for RS. 160 using it for past 1 month. best for oily skin .value for money with pack of 2 at this price,Helpful
Amazon Customer,5.0 out of 5 stars,Nice product,26 October 2018,Good product value for money,Helpful
Preeti,5.0 out of 5 stars,Good for ever,25 October 2018,This is a good product ..,Helpful
Vishwajeet Rana,5.0 out of 5 stars,Amazing,24 October 2018,Amazing,Helpful
junaid,5.0 out of 5 stars,Good,23 October 2018,Effective cool feeling after use,Helpful
Pintu Das,4.0 out of 5 stars,Verry good product,23 October 2018,Verry good prodacts.......verry nice product.......Amazon is best service........Himalaya good productAdn low priceI like himalaya. Neem face wash,Helpful
Jeeban p.,5.0 out of 5 stars,Thanks amazon,23 October 2018,Good product... good price.,Helpful
Pappu Prasad,4.0 out of 5 stars,Very nice Product,23 October 2018,Hi this is very good product for male and female. Thank!,Helpful
